订单编号,单据编号,单据类型,商品编号,商户订单号,商品名称,费用发生时间,费用计费时间,费用结算时间,费用项,金额,币种,商家应收/应付,钱包结算备注,店铺号,京东门店编号,品牌门店编号,门店名称,备注,收支方向,账单日期,商品数量
="3434405004521584",="10100126031619000438827507",订单,="10163132090713",="202603170000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5A/20V【俩电一充】",2026-03-11 10:54:27,2026-03-11 11:01:11,2026-03-17 12:01:27,交易服务费,-6.57,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3429420000166856",="50700126031619001320425007",订单,="0",="202603170000011463290270031",,2026-03-06 16:57:38,2026-03-16 16:34:50,2026-03-17 12:01:27,商品保险服务费,-5.69,CNY,应付,2026年3月16日商家结算款,21796493,,,,JD60963429420000166856,支出,20260316,0
="3434447001020199",="10100126031618996898809407",订单,="10163132090712",="202603170000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-03-11 18:44:48,2026-03-11 18:48:04,2026-03-17 12:01:27,货款,895.30,CNY,应收,2026年3月16日商家结算款,21796493,,,,,收入,20260316,1
="3434447001020199",="50700126031618997421598007",订单,="0",="202603170000011463290270031",,2026-03-11 18:44:48,2026-03-16 13:35:49,2026-03-17 12:01:27,商品保险服务费,-2.20,CNY,应付,2026年3月16日商家结算款,21796493,,,,JD60963434447001020199,支出,20260316,0
="3434405004521584",="50700126031619000316775107",订单,="0",="202603170000011463290270031",,2026-03-11 10:54:27,2026-03-16 15:43:11,2026-03-17 12:01:27,商品保险服务费,-2.70,CNY,应付,2026年3月16日商家结算款,21796493,,,,JD60963434405004521584,支出,20260316,0
="3434447001020199",="10100126031618996898810707",订单,="10163132090712",="202603170000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-03-11 18:44:48,2026-03-11 18:48:04,2026-03-17 12:01:27,交易服务费,-5.37,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3429420000166856",="10100126031619001478079207",订单,="10209193916961",="202603170000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 16:57:38,2026-03-06 17:00:51,2026-03-17 12:01:27,交易服务费,-5.69,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3429412001742912",="10100126031618999217225807",订单,="10209193916961",="202603170000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 10:45:03,2026-03-06 10:48:15,2026-03-17 12:01:27,货款,949.00,CNY,应收,2026年3月16日商家结算款,21796493,,,,,收入,20260316,1
="3434405004519578",="10100126031619000442401207",订单,="10163132090713",="202603170000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5A/20V【俩电一充】",2026-03-11 10:53:59,2026-03-11 11:01:41,2026-03-17 12:01:27,货款,1095.30,CNY,应收,2026年3月16日商家结算款,21796493,,,,,收入,20260316,1
="3434447001020199",="10100126031618996898810407",订单,="10163132090712",="202603170000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-03-11 18:44:48,2026-03-11 18:48:04,2026-03-17 12:01:27,佣金,-71.62,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3429412001742912",="10100126031618999217226007",订单,="10209193916961",="202603170000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 10:45:03,2026-03-06 10:48:15,2026-03-17 12:01:27,交易服务费,-5.69,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3434405004521584",="10100126031619000438827407",订单,="10163132090713",="202603170000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5A/20V【俩电一充】",2026-03-11 10:54:27,2026-03-11 11:01:11,2026-03-17 12:01:27,佣金,-87.62,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3434405004519578",="50700126031619000304748707",订单,="0",="202603170000011463290270031",,2026-03-11 10:53:59,2026-03-16 15:43:09,2026-03-17 12:01:27,商品保险服务费,-2.70,CNY,应付,2026年3月16日商家结算款,21796493,,,,JD60963434405004519578,支出,20260316,0
="3434405004519578",="10100126031619000442401407",订单,="10163132090713",="202603170000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5A/20V【俩电一充】",2026-03-11 10:53:59,2026-03-11 11:01:41,2026-03-17 12:01:27,交易服务费,-6.57,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3434405004521584",="10100126031619000438827307",订单,="10163132090713",="202603170000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5A/20V【俩电一充】",2026-03-11 10:54:27,2026-03-11 11:01:11,2026-03-17 12:01:27,货款,1095.30,CNY,应收,2026年3月16日商家结算款,21796493,,,,,收入,20260316,1
="3429420000166856",="10100126031619001478079007",订单,="10209193916961",="202603170000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 16:57:38,2026-03-06 17:00:51,2026-03-17 12:01:27,货款,949.00,CNY,应收,2026年3月16日商家结算款,21796493,,,,,收入,20260316,1
="3429420000166856",="10100126031619001478079107",订单,="10209193916961",="202603170000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 16:57:38,2026-03-06 17:00:51,2026-03-17 12:01:27,佣金,-23.72,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3429412001742912",="10100126031618999217225907",订单,="10209193916961",="202603170000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 10:45:03,2026-03-06 10:48:15,2026-03-17 12:01:27,佣金,-23.72,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3434417017073847",="10100126031719022855911007",订单,="10165261432031",="202603180000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 手持式防爆吸尘器",2026-03-11 09:41:11,2026-03-11 09:44:17,2026-03-18 12:02:48,货款,984.30,CNY,应收,2026年3月17日商家结算款,21796493,,,,,收入,20260317,1
="3435423001948559",="10100126031719021985414907",订单,="10165261432031",="202603180000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 手持式防爆吸尘器",2026-03-12 10:45:45,2026-03-12 10:48:50,2026-03-18 12:02:48,交易服务费,-23.80,CNY,应付,2026年3月17日商家结算款,21796493,,,,,支出,20260317,4
="3435423016650163",="10100126031719021988457507",订单,="10165000894208",="202603180000011463290270031","补差价链接",2026-03-12 10:51:35,2026-03-12 10:54:41,2026-03-18 12:02:48,货款,580.00,CNY,应收,2026年3月17日商家结算款,21796493,,,,,收入,20260317,1
="3434417017073847",="10100126031719022855911307",订单,="10165261432031",="202603180000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 手持式防爆吸尘器",2026-03-11 09:41:11,2026-03-11 09:44:17,2026-03-18 12:02:48,交易服务费,-5.91,CNY,应付,2026年3月17日商家结算款,21796493,,,,,支出,20260317,1
="3439460002357098",="50700126031719024464919207",非销售单,="0",="202603180000011463290270031",,2026-03-16 17:52:32,2026-03-17 14:50:23,2026-03-18 12:02:48,运费保险服务费,-1.22,CNY,应付,2026年3月17日商家结算款,21796493,,,,JD60773439460002357098,支出,20260317,0
="3435423001948559",="10100126031719021985413907",订单,="10165261432031",="202603180000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 手持式防爆吸尘器",2026-03-12 10:45:45,2026-03-12 10:48:50,2026-03-18 12:02:48,货款,3966.00,CNY,应收,2026年3月17日商家结算款,21796493,,,,,收入,20260317,4
="3435423001948559",="50700126031719022725331807",订单,="0",="202603180000011463290270031",,2026-03-12 10:45:45,2026-03-17 13:39:58,2026-03-18 12:02:48,商品保险服务费,-9.92,CNY,应付,2026年3月17日商家结算款,21796493,,,,JD60963435423001948559,支出,20260317,0
="3439460002357098",="50700126031719024531044507",订单,="0",="202603180000011463290270031",,2026-03-16 17:52:32,2026-03-17 14:53:26,2026-03-18 12:02:48,商品保险服务费,-0.92,CNY,应付,2026年3月17日商家结算款,21796493,,,,JD50333439460002357098,支出,20260317,0
="3435423001948559",="10100126031719021985414707",订单,="10165261432031",="202603180000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 手持式防爆吸尘器",2026-03-12 10:45:45,2026-03-12 10:48:50,2026-03-18 12:02:48,佣金,-198.30,CNY,应付,2026年3月17日商家结算款,21796493,,,,,支出,20260317,4
="3435423016650163",="10100126031719021988457707",订单,="10165000894208",="202603180000011463290270031","补差价链接",2026-03-12 10:51:35,2026-03-12 10:54:41,2026-03-18 12:02:48,佣金,-5.80,CNY,应付,2026年3月17日商家结算款,21796493,,,,,支出,20260317,1
="3434417017073847",="50700126031719023399764007",订单,="0",="202603180000011463290270031",,2026-03-11 09:41:11,2026-03-17 14:06:09,2026-03-18 12:02:48,商品保险服务费,-2.42,CNY,应付,2026年3月17日商家结算款,21796493,,,,JD60963434417017073847,支出,20260317,0
="3435423016650163",="10100126031719021988457807",订单,="10165000894208",="202603180000011463290270031","补差价链接",2026-03-12 10:51:35,2026-03-12 10:54:41,2026-03-18 12:02:48,交易服务费,-3.48,CNY,应付,2026年3月17日商家结算款,21796493,,,,,支出,20260317,1
="3440460002635525",="50700126031719024833022407",订单,="0",="202603180000011463290270031",,2026-03-17 15:06:11,2026-03-17 15:06:34,2026-03-18 12:02:48,商品保险服务费,-16.25,CNY,应付,2026年3月17日商家结算款,21796493,,,,JD19314847416625993440460002635525,支出,20260317,0
="3439460002357098",="50700126031719024466945307",订单,="0",="202603180000011463290270031",,2026-03-16 17:52:32,2026-03-17 14:50:41,2026-03-18 12:02:48,商品保险服务费,-3.21,CNY,应付,2026年3月17日商家结算款,21796493,,,,JD50133439460002357098,支出,20260317,0
="3439460002357098",="50700126031719024507617107",非销售单,="0",="202603180000011463290270031",,2026-03-16 17:52:32,2026-03-17 14:52:15,2026-03-18 12:02:48,运费保险服务费,-2.43,CNY,应付,2026年3月17日商家结算款,21796493,,,,JD59993439460002357098,支出,20260317,0
="3434417017073847",="10100126031719022855911207",订单,="10165261432031",="202603180000011463290270031","天旗工业防爆吸尘器 整机防爆 工厂吸铁屑木屑铝屑粉尘镁粉车间 手持式防爆吸尘器",2026-03-11 09:41:11,2026-03-11 09:44:17,2026-03-18 12:02:48,佣金,-49.22,CNY,应付,2026年3月17日商家结算款,21796493,,,,,支出,20260317,1
="3434295012603562",="10100126031819054540763707",订单,="10163132090712",="202603190000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-11 11:53:44,2026-03-11 11:58:25,2026-03-19 12:03:06,佣金,-290.02,CNY,应付,2026年3月18日商家结算款,21796493,,,,,支出,20260318,4
="3436216017717688",="10100126031819038858314807",订单,="10209193916961",="202603190000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-13 12:28:53,2026-03-13 12:32:16,2026-03-19 12:03:06,货款,1918.00,CNY,应收,2026年3月18日商家结算款,21796493,,,,,收入,20260318,2
="3434295012603562",="50700126031819054304102507",订单,="10163132090712",="202603190000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-11 11:53:44,2026-03-18 17:58:37,2026-03-19 12:03:06,商品保险服务费,-9.03,CNY,应付,2026年3月18日商家结算款,21796493,,,,JD60963434295012603562,支出,20260318,0
="3436216017717688",="50700126031819038746720907",订单,="10209193916961",="202603190000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-13 12:28:53,2026-03-18 09:03:28,2026-03-19 12:03:06,商品保险服务费,-11.51,CNY,应付,2026年3月18日商家结算款,21796493,,,,JD60963436216017717688,支出,20260318,0
="3441461017937945",="50700126031819052984542307",订单,="10163132090715",="202603190000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*60防爆套筒】",2026-03-18 17:14:49,2026-03-18 17:16:40,2026-03-19 12:03:06,商品保险服务费,-9.25,CNY,应付,2026年3月18日商家结算款,21796493,,,,JD19314847416625993441461017937945,支出,20260318,0
="3434295012603562",="10100126031819054540763807",订单,="10163132090712",="202603190000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-11 11:53:44,2026-03-11 11:58:25,2026-03-19 12:03:06,交易服务费,-21.75,CNY,应付,2026年3月18日商家结算款,21796493,,,,,支出,20260318,4
="3436216017717688",="10100126031819038858315407",订单,="10209193916961",="202603190000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-13 12:28:53,2026-03-13 12:32:16,2026-03-19 12:03:06,交易服务费,-11.51,CNY,应付,2026年3月18日商家结算款,21796493,,,,,支出,20260318,2
="3438445016830297",="50700126031819039498581407",非销售单,="10176597499228",="202603190000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-15 14:14:00,2026-03-18 09:47:41,2026-03-19 12:03:06,运费保险服务费,-0.45,CNY,应付,2026年3月18日商家结算款,21796493,,,,JD60773438445016830297,支出,20260318,0
="3434295012603562",="10100126031819054540763507",订单,="10163132090712",="202603190000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4.0A/20V【俩电标配+22*42防爆套筒】",2026-03-11 11:53:44,2026-03-11 11:58:25,2026-03-19 12:03:06,货款,3625.30,CNY,应收,2026年3月18日商家结算款,21796493,,,,,收入,20260318,4
="3436216017717688",="10100126031819038858315307",订单,="10209193916961",="202603190000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-13 12:28:53,2026-03-13 12:32:16,2026-03-19 12:03:06,佣金,-47.95,CNY,应付,2026年3月18日商家结算款,21796493,,,,,支出,20260318,2
="3438445016830297",="50700126031819039499178207",非销售单,="10176597499228",="202603190000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-15 14:14:00,2026-03-18 09:47:42,2026-03-19 12:03:06,运费保险服务费,-2.13,CNY,应付,2026年3月18日商家结算款,21796493,,,,JD59993438445016830297,支出,20260318,0
="3441445017687783",="50700126031819059281944207",订单,="10163132090713",="202603190000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5.0A/20V【俩电标配+22*42防爆套筒】",2026-03-18 20:28:28,2026-03-18 20:28:45,2026-03-19 12:03:06,商品保险服务费,-13.74,CNY,应付,2026年3月18日商家结算款,21796493,,,,JD19314847416625993441445017687783,支出,20260318,0
="3441423003814991",="50700126031819044128422907",订单,="10179244273655",="202603190000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【两电一充+礼包】",2026-03-18 11:39:54,2026-03-18 12:08:10,2026-03-19 12:03:06,商品保险服务费,-2.57,CNY,应付,2026年3月18日商家结算款,21796493,,,,JD19314847416625993441423003814991,支出,20260318,0
="3395437009536867",="32200126031819044301931607",非销售单,="10176597499228",="202603190000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 600N,M 4.0A/21V【俩电标配】",2026-03-18 12:11:39,2026-03-18 12:11:39,2026-03-19 12:03:06,随单送的京豆,-0.20,CNY,应付,2026年3月18日商家结算款,21796493,,,,,支出,20260318,0
